Pump_ID,pump_failure_status,inspection_rating,runtime_hours,flow_rate,inlet_pressure,outlet_pressure,vibration_amplitude,bearing_temperature,motor_current,motor_voltage
PMP-004,0,5,1006.0,518.206,1.481,4.136,2.478,332.068,66.864,400.656
PMP-001,0,3,13005.2,516.042,1.356,3.755,4.97,338.657,68.854,399.582
PMP-004,0,5,1009.9,484.028,1.691,3.926,4.493,333.382,65.839,400.21
PMP-004,0,5,1001.9,540.096,1.514,3.848,4.808,346.836,72.121,398.901
PMP-004,0,5,1002.1,542.699,1.528,4.011,4.327,336.584,73.294,399.851
PMP-002,0,3,9001.2,561.901,1.434,4.112,4.36,331.742,73.365,401.947
PMP-004,0,5,1005.0,516.197,1.545,3.891,3.067,337.19,81.094,397.635
PMP-003,0,4,4004.3,543.773,1.423,3.756,2.786,326.992,72.009,399.953
PMP-002,0,3,9005.8,527.29,1.557,4.058,3.17,338.103,64.608,400.529
PMP-004,0,5,1008.2,547.553,1.671,3.935,4.42,337.252,75.192,400.025
PMP-001,0,3,13005.2,519.336,1.66,4.021,2.045,338.955,69.793,399.275
PMP-004,0,5,1006.1,506.201,1.783,4.322,5.085,330.279,71.783,401.84
PMP003,0,4,4007.2,491.047,1.599,4.202,4.777,331.907,65.659,400.128
PMP-002,0,3,9004.7,563.378,1.469,3.989,3.225,336.177,65.13,400.072
PMP-004,0,5,1004.6,548.254,1.599,4.325,4.329,336.442,60.516,399.302
PMP-002,0,3,9008.6,535.833,1.68,3.746,4.474,329.295,69.933,397.577
PMP-002,0,3,9005.0,544.085,1.399,3.967,4.25,332.926,70.675,399.922
pmp-004,0,5,1002.4,561.832,1.5,4.058,4.073,339.064,75.679,397.12
PMP-002,0,3,9006.8,533.347,1.529,4.001,2.338,330.103,,402.646
PMP-002,0,3,9004.1,642.016,1.483,3.845,2.501,339.68,65.861,398.917
PMP-003,0,4,4003.6,527.281,1.34,3.92,3.498,333.369,68.725,399.954
PMP-003,0,4,4003.9,514.118,1.471,3.864,3.843,324.593,75.355,401.442
PMP-003,0,4,4008.6,606.007,1.401,3.946,2.75,336.11,63.554,400.692
PMP-004,0,5,1005.0,591.295,1.512,4.235,4.444,339.297,72.767,398.573
PMP-003,0,4,4004.5,578.98,1.566,4.018,5.771,341.87,64.643,403.017
PMP_003,0,four,4002.3,520.214,1.578,4.152,3.438,321.262,63.925,399.811
PMP-002,0,3,9004.4,590.655,1.522,4.046,4.751,335.988,65.406,400.808
PMP-002,0,3,9003.1,503.936,1.468,4.099,2.124,339.047,80.308,400.082
PMP-002,0,3,9003.0,467.365,1.439,4.079,2.815,337.688,68.282,401.357
PMP-001,0,3,13000.4,517.396,1.336,3.769,3.406,331.105,78.773,399.906
PMP-003,0,4,4006.3,557.791,1.397,4.042,4.733,340.458,74.142,400.746
PMP-004,0,5,1004.0,472.821,1.408,4.159,3.268,333.745,68.302,401.423
PMP-004,0,5,1009.3,568.703,1.641,4.129,5.834,333.409,68.226,399.852
PMP-003,0,4,4007.1,535.406,1.587,3.877,3.773,332.481,69.365,401.647
PMP-004,0,5,1001.1,578.915,1.532,4.202,5.959,336.347,68.382,397.534
PMP-003,0,4,4008.4,563.769,1.519,3.799,4.641,338.7,70.35,399.642
pmp-003,0,4,4008.5,503.699,1.501,4.129,5.29,337.952,63.658,399.007
PMP-003,0,4,4005.9,553.678,1.467,3.519,3.37,329.607,70.457,402.054
PMP-003,0,4,4008.5,571.879,1.458,4.089,3.948,341.543,68.878,400.926
PMP-002,0,3,9004.5,594.134,1.492,3.772,3.337,333.412,74.43,403.589
PMP-002,0,3,9006.7,571.394,1.379,3.984,1.607,334.216,77.026,401.766
PMP-002,0,3,9001.7,562.314,1.553,4.197,3.235,342.313,76.737,397.341
PMP-004,0,5,1009.7,567.453,1.356,3.927,4.366,328.434,72.109,401.839
PMP-002,0,3,9004.0,642.369,1.548,3.894,1.278,334.862,73.746,397.694
PMP-003,0,4,4009.1,535.096,1.566,4.347,3.727,326.982,,401.873
PMP-002,0,3,9006.4,585.688,1.686,4.348,4.149,321.495,64.844,400.722
PMP-004,0,5,1006.3,589.693,1.492,3.459,3.588,330.644,63.771,398.157
PMP-003,0,4,4009.0,535.329,1.522,4.16,2.776,338.598,65.466,400.612
PMP-003,0,4,4005.5,590.897,1.582,3.932,5.234,339.551,70.558,400.599
PMP-004,0,5,1008.4,566.918,1.362,4.114,4.305,338.233,70.861,396.108
PMP-002,0,3,9006.6,482.779,1.487,3.957,4.211,328.231,74.042,400.628
PMP-003,0,4,4009.3,544.222,1.461,3.864,4.812,332.985,67.605,403.001
PMP-004,0,5,1004.0,521.011,1.349,4.037,4.046,338.039,60.718,402.53
PMP-002,0,3,9009.5,537.467,1.613,3.756,3.527,337.757,71.649,396.999
PMP-003,0,4,4001.5,483.969,1.609,4.254,4.054,333.403,71.178,399.555
PMP-003,0,4,4002.2,551.33,1.446,4.296,4.423,338.683,71.855,400.265
PMP-004,0,5,1002.4,515.415,1.562,3.88,3.956,335.016,72.526,399.545
PMP-001,0,3,13007.2,478.253,1.566,4.494,6.058,327.583,73.371,403.952
PMP-003,1,4,4008.0,466.423,1.453,4.098,13.758,368.794,79.844,391.572
PMP-002,0,3,9002.9,604.737,1.456,3.643,2.78,342.755,71.276,401.196
PMP-003,1,4,4004.4,529.05,1.602,4.45,16.225,372.714,77.76,389.769
PMP-004,0,5,1000.1,573.278,1.527,4.392,4.793,329.938,69.208,401.361
PMP-001,0,3,13006.3,581.126,1.462,4.347,4.206,329.691,71.816,398.948
PMP003,0,4,4004.0,566.821,1.534,3.966,3.344,333.135,64.604,399.358
PMP-004,0,5,1001.2,567.557,1.458,3.69,4.003,334.624,69.624,398.386
PMP-003,0,4,4006.3,573.721,1.497,4.137,4.635,332.573,68.094,399.518
PMP-002,0,3,9003.1,539.934,1.481,3.969,5.199,350.031,69.045,399.633
PMP-003,0,4,4000.2,488.538,1.341,3.788,2.815,331.874,77.235,397.672
PMP-002,0,3,9008.9,624.557,1.41,4.078,4.33,334.901,76.176,401.319
PMP-001,0,3,13000.2,514.713,1.416,3.644,2.432,333.744,494.853,401.157
PMP-003,0,4,4006.0,577.972,1.26,3.898,4.43,329.866,62.954,400.06
PMP-002,0,3,9004.5,525.096,1.388,4.03,4.825,331.828,64.836,400.286
PMP-002,0,3,9002.9,565.314,1.468,4.07,5.468,336.847,72.444,397.11
PMP-002,0,3,9004.3,512.737,1.709,4.06,3.299,329.629,76.403,399.459
PMP-001,0,3,13009.7,607.691,1.554,3.941,3.687,336.343,73.383,398.144
PMP001,0,3,13001.1,514.742,1.489,4.307,2.93,343.452,69.095,402.646
PMP-002,0,3,9009.5,473.091,1.42,3.971,3.902,329.725,66.68,400.916
PMP-003,0,4,4009.2,487.353,1.514,3.808,3.551,331.268,66.801,399.912
PMP-002,0,3,9005.9,530.742,1.558,3.919,2.22,334.352,70.344,400.959
PMP-002,0,3,9009.8,507.682,1.596,3.718,4.665,341.192,74.843,398.555
PMP-002,0,3,9008.1,606.823,1.551,4.073,2.609,331.675,64.86,400.22
PMP-004,0,5,1001.6,544.992,1.488,3.924,3.775,335.89,77.954,401.323
PMP-003,0,4,4007.5,552.875,1.458,3.974,3.412,330.744,68.698,402.955
PMP-002,0,3,9003.2,599.82,1.462,3.908,5.026,336.647,62.981,398.826
PMP-004,0,5,1009.2,566.632,1.646,3.781,2.014,326.412,66.312,397.312
PMP-003,0,4,4004.9,569.436,1.539,3.787,4.679,339.236,70.615,398.673
pmp-004,0,5,1004.1,576.227,1.47,4.098,4.846,347.613,72.573,402.869
PMP-003,1,4,4004.9,185.137,1.546,4.346,4.482,345.494,23.791,382.786
PMP-003,0,4,4004.8,537.157,1.434,4.251,5.594,333.263,60.115,400.211
PMP-004,0,5,1000.8,589.707,1.471,3.883,3.009,343.866,69.298,398.627
PMP-004,0,5,1002.5,554.776,1.424,4.039,2.262,331.864,66.905,399.084
PMP-001,1,3,13003.4,486.246,1.438,4.02,16.528,369.648,70.705,387.037
PMP-003,1,4,4005.0,181.941,1.409,3.492,5.439,349.8,29.898,381.18
PMP-002,0,3,9007.9,590.788,1.49,4.13,62.421,335.265,71.136,399.667
PMP-002,0,3,9007.2,535.494,1.465,3.731,5.495,327.066,75.496,399.731
PMP-002,0,3,9001.6,564.975,1.491,4.193,3.964,332.852,76.417,400.026
PMP-001,0,3,13004.7,547.028,1.374,3.692,4.048,334.884,77.306,398.225
PMP-004,0,5,1003.1,521.032,1.701,4.219,4.456,336.991,74.409,400.141
PMP-004,0,5,1002.7,556.631,1.498,3.873,5.351,337.045,68.401,398.373
PMP-002,0,3,9007.4,560.712,1.435,3.936,4.218,338.156,79.216,397.139
PMP-002,0,3,9000.6,537.225,1.326,3.85,3.03,340.392,72.413,402.165
PMP_003,0,4,4004.5,466.435,1.491,3.719,4.159,327.154,82.277,403.91
PMP-002,0,3,9009.2,591.454,1.502,3.803,5.098,322.303,75.233,401.593
PMP-004,0,five,1002.2,553.107,1.465,3.888,3.601,336.701,64.738,398.274
PMP-003,0,4,4007.7,506.153,1.625,4.032,5.215,334.417,67.76,399.222
PMP-002,0,3,9004.9,571.043,1.68,3.735,4.241,331.392,69.174,396.228
PMP-002,0,3,9001.3,563.53,1.525,4.184,4.543,331.837,71.456,398.972
PMP-002,0,3,9002.0,545.269,1.457,3.851,4.75,333.79,73.945,398.05
PMP - 004,0,5,1001.1,592.882,1.454,3.756,5.229,330.529,82.07,401.92
PMP-001,0,3,13003.6,556.457,1.68,4.264,4.188,338.866,73.832,396.646
PMP-002,0,3,9000.2,554.806,1.339,3.814,3.894,332.384,73.481,398.68
PMP-003,0,4,4007.1,453.561,1.455,3.81,2.826,340.731,69.65,398.219
PMP-002,0,3,9001.6,547.695,1.648,4.56,5.781,339.377,75.784,398.894
PMP-004,0,5,1005.8,542.102,1.444,4.128,2.583,331.844,67.154,398.989
PMP-003,0,4,4000.7,497.024,1.498,4.304,61.673,333.461,59.512,397.167
PMP-002,0,three,9009.1,604.07,1.437,4.084,4.291,333.375,71.763,398.195
PMP-004,0,5,1007.2,544.383,1.458,3.932,0.921,333.581,75.509,403.062
PMP-004,0,5,1003.5,507.435,1.424,3.822,4.279,334.972,73.457,399.939
PMP-002,0,3,9004.1,605.999,1.603,4.252,5.016,332.525,58.368,401.694
PMP-002,0,3,9002.8,538.714,1.458,3.913,3.289,329.872,74.606,396.667
pmp-002,1,3,9007.3,208.962,1.6,4.377,5.65,355.716,22.742,1419.947
PMP-003,0,4,4004.1,567.807,1.589,3.984,3.545,336.805,76.626,397.544
PMP-001,1,3,13002.3,564.494,1.393,3.937,7.999,347.389,138.572,376.455
PMP-004,0,5,1000.4,527.88,1.591,4.204,48.241,331.927,64.089,401.927
PMP-003,0,4,4001.9,516.231,1.518,3.98,4.568,334.111,64.998,400.009
PMP-001,0,3,13005.2,522.347,1.774,4.209,6.672,329.3,79.434,398.588
PMP - 004,0,5,1004.9,495.689,1.638,4.138,4.674,344.339,67.37,400.421
PMP-003,0,4,4007.2,561.623,1.539,4.023,2.4,336.498,67.956,397.764
PMP-003,0,4,4008.0,568.024,1.631,3.999,3.083,328.252,65.584,401.824
PMP-003,0,4,4008.2,477.322,1.569,4.343,5.0,338.042,66.095,399.256
PMP-002,0,3,9001.7,592.046,1.461,4.129,3.03,334.613,70.474,399.959
PMP-004,0,5,1006.3,608.731,1.37,3.987,5.275,333.916,76.209,396.128
PMP-003,0,4,4010.0,461.576,1.483,4.035,4.374,339.924,59.863,400.639
PMP-001,0,3,13008.5,603.599,1.515,4.437,5.394,325.164,75.561,402.228
PMP-003,0,4,4009.9,605.79,1.338,3.795,3.845,330.125,74.353,399.291
PMP-004,0,5,1006.7,552.721,1.567,4.345,3.362,347.637,79.977,402.805
PMP-002,0,3,9002.6,524.679,1.454,3.898,3.871,339.899,68.413,401.939
PMP-003,0,4,4006.0,538.211,1.538,3.933,2.695,334.232,72.131,404.454
PMP-003,0,4,4002.9,493.983,1.453,3.694,4.734,341.827,64.854,401.484
PMP-004,0,five,1006.9,496.219,1.527,3.902,4.84,327.492,65.967,396.847
PMP-002,0,3,9007.0,581.314,1.367,3.943,5.222,331.918,64.511,398.675
PMP-004,0,5,1009.3,513.283,1.427,4.061,4.425,332.135,,401.476
PMP-003,0,four,4002.8,583.901,1.473,3.757,3.649,335.765,70.844,397.3
pmp-002,0,3,9006.2,611.493,1.493,3.998,6.228,1194.192,72.84,399.728
PMP-003,0,4,4006.1,561.778,1.549,4.045,1.587,338.296,73.475,402.696
PMP-004,0,5,1009.9,555.772,1.779,4.329,4.095,332.469,69.959,398.092
PMP-003,0,four,4007.5,540.569,1.452,3.968,4.868,338.513,71.987,397.076
PMP-003,0,4,4000.3,553.511,1.483,4.204,4.202,331.514,73.894,400.472
PMP-003,0,4,4001.8,512.287,1.619,3.955,3.59,328.954,74.101,397.756
PMP-002,0,3,9003.0,545.303,1.4,4.169,4.996,335.561,72.066,400.311
PMP-002,0,3,9004.5,545.595,1.305,3.753,3.317,343.651,70.121,400.308
PMP-004,0,5,1001.2,624.506,1.47,4.016,3.563,330.499,63.445,399.798
PMP-004,0,5,1009.8,542.204,1.491,4.14,5.561,336.488,65.464,398.563
PMP-003,0,4,4003.4,539.603,1.5,3.704,4.977,332.084,64.801,400.773
PMP-004,0,5,1006.9,572.132,1.567,3.924,4.024,328.197,68.27,402.271
PMP-001,1,3,13009.4,218.396,1.423,3.729,2.609,350.138,30.442,387.122
PMP-002,0,3,9007.1,509.288,1.447,4.188,3.848,328.759,62.907,398.602
PMP-003,0,4,4009.9,530.728,1.592,4.224,3.694,333.993,81.953,400.852
PMP-003,0,4,4002.1,572.618,1.631,3.98,2.993,335.023,57.76,399.835
PMP-003,0,4,4008.8,516.094,1.382,3.776,4.284,335.688,67.535,403.08
PMP-004,0,5,1006.4,616.575,1.479,4.202,3.821,331.743,66.843,401.126
PMP-003,0,4,4001.4,480.65,1.477,3.47,3.561,338.076,64.255,397.158
PMP-002,0,3,9005.1,534.076,1.7,4.397,2.091,335.791,65.305,402.881
PMP-004,0,5,1003.0,534.734,1.4,4.101,5.253,327.071,67.995,399.859
PMP-002,0,3,9009.9,559.908,1.588,3.667,5.523,333.6,69.779,399.108
PMP-003,0,4,4000.4,551.463,1.506,4.092,4.485,338.617,66.413,401.313
PMP-002,0,3,9003.9,595.508,1.537,4.122,4.629,326.729,68.41,400.318
PMP-004,0,5,1009.5,559.301,1.369,3.925,4.426,329.247,67.728,402.754
PMP-002,0,3,9008.5,544.544,1.447,4.206,53.338,337.433,66.371,399.728
PMP-004,0,5,1008.9,523.777,1.553,4.223,4.579,332.055,70.307,401.934
PMP-001,0,3,13009.5,602.317,1.387,3.874,4.146,335.823,77.474,
PMP-002,0,3,9007.9,546.749,1.53,4.058,3.385,330.656,74.864,401.942
PMP-003,0,4,4007.6,593.332,1.428,4.037,3.437,332.582,75.711,403.028
PMP-004,0,5,1002.6,550.639,1.615,4.203,3.336,337.261,69.296,403.089
PMP-004,0,5,1002.5,588.993,1.499,3.778,4.577,333.182,70.929,401.411
PMP-003,0,4,4008.5,518.595,1.452,4.184,3.352,337.596,66.77,399.9
PMP-004,0,5,1000.8,523.471,1.538,3.782,3.269,335.364,77.208,398.445
PMP-003,0,4,4001.2,606.153,1.452,4.156,4.841,336.101,69.843,400.906
PMP-002,0,3,9009.0,583.899,1.403,4.022,2.594,340.097,66.065,398.668
PMP-004,0,5,1002.1,623.552,1.5,3.843,3.803,341.591,433.126,395.484
PMP-004,0,5,1002.6,566.112,1.315,4.159,5.163,335.133,72.255,401.354
PMP-004,0,5,1001.2,521.909,1.408,4.004,3.623,,81.577,396.805
PMP-004,0,5,1006.2,600.244,1.692,4.252,4.491,327.905,78.928,398.516
PMP-004,0,5,1000.2,535.928,1.477,3.987,3.379,336.988,66.163,397.883
PMP-003,0,4,4003.3,580.46,1.54,4.095,3.963,331.304,65.796,401.025
PMP-003,0,4,4007.9,640.388,1.526,4.415,3.619,331.03,68.829,397.694
PMP-004,0,5,1004.7,549.602,1.655,4.386,3.71,330.449,76.807,398.72
PMP-002,0,3,9009.6,497.027,1.645,4.222,4.211,335.57,64.116,399.805
PMP - 004,0,5,1008.9,556.722,1.48,3.709,2.138,338.56,61.925,399.906
PMP-002,0,3,9002.6,470.08,1.431,3.97,4.42,333.534,66.497,398.851
PMP - 002,0,3,9003.1,539.689,1.374,3.697,4.294,341.283,70.728,402.285
PMP-001,0,3,13003.3,592.897,1.344,3.56,4.621,346.75,66.953,401.24
PMP-001,0,3,13008.8,530.993,1.242,3.844,5.028,,67.165,399.168
PMP-002,0,3,9006.0,587.842,1.34,3.799,4.272,335.203,64.807,400.541
PMP-002,1,3,9004.3,527.467,1.815,4.288,13.685,391.712,85.546,379.189
PMP-004,0,5,1001.9,503.76,1.367,3.738,4.333,331.277,72.463,398.088
PMP-002,0,3,9002.4,470.982,1.546,4.093,3.799,336.323,73.207,401.423
PMP-003,0,four,4004.3,480.874,1.404,3.825,2.903,334.952,74.439,398.336
PMP-003,0,4,4005.7,616.585,1.376,4.034,3.057,340.314,,399.372
PMP-004,0,5,1006.7,545.123,1.612,4.23,3.703,332.818,72.149,398.637
PMP-003,0,4,4004.0,657.766,1.513,4.104,5.349,330.034,72.62,402.522
PMP-002,0,3,9002.8,606.045,1.468,3.942,2.949,330.135,72.615,401.673
PMP-003,0,4,4000.5,520.39,1.5,4.457,3.531,333.438,66.661,404.536
PMP-002,0,3,9003.8,534.811,1.467,3.894,3.107,331.554,70.959,400.718
PMP-002,0,three,9006.7,504.979,1.57,4.112,4.333,347.4,70.901,398.177
PMP-004,0,5,1007.4,493.365,1.397,3.835,3.982,333.746,62.091,401.243
PMP-002,0,3,9000.5,552.473,1.579,3.422,3.35,342.472,74.597,396.409
PMP-002,0,3,9008.2,576.098,1.577,3.998,4.567,334.049,78.638,399.787
PMP-002,1,3,9007.9,433.858,1.645,4.38,15.378,371.933,68.997,384.318
PMP-004,0,5,1007.5,573.932,1.426,4.052,3.565,340.509,69.471,395.839
PMP-004,0,5,1003.9,493.247,1.415,3.916,5.187,333.838,69.734,398.594
PMP-004,0,5,1003.1,606.537,1.501,3.78,3.398,329.989,60.237,397.945
PMP-002,0,3,9005.8,578.511,1.468,4.112,2.865,339.912,70.741,397.032
PMP-004,0,5,1008.5,534.404,1.256,3.923,3.552,337.869,67.134,402.878
PMP-002,0,3,9010.0,518.652,1.431,3.954,4.308,340.68,71.31,400.447
PMP-003,0,4,4005.8,582.208,1.572,3.996,5.894,343.951,68.691,398.658
PMP-003,0,4,4008.3,534.593,1.439,3.921,3.665,342.049,68.858,396.874
PMP-002,0,3,9008.4,543.621,1.311,3.564,2.869,330.271,65.6,398.824
PMP-003,0,four,4004.8,614.252,1.607,3.72,3.722,342.448,79.102,404.405
PMP-002,0,3,9002.9,602.953,1.533,4.104,3.679,331.542,65.853,404.36
PMP-001,0,3,13009.1,550.996,1.579,4.113,3.34,328.412,68.482,401.13
PMP - 001,1,3,13009.6,164.177,1.523,4.375,5.888,342.956,28.012,386.082
PMP-004,0,5,1005.7,550.902,1.302,3.961,4.479,330.084,62.412,403.041
PMP-002,0,3,9004.5,531.75,1.465,4.214,4.619,330.599,71.572,398.821
PMP-003,0,4,4003.4,551.88,1.371,4.111,2.768,325.416,74.405,399.111
PMP-002,0,three,9007.5,552.631,1.396,4.263,5.8,340.831,75.173,400.388
PMP-003,0,4,4005.7,526.167,1.486,3.855,3.986,335.808,72.979,399.048
PMP-004,0,5,1009.4,553.285,1.571,3.906,3.455,338.213,70.443,402.064
PMP-004,0,5,1006.2,468.246,1.466,4.323,3.19,334.805,68.079,397.869
PMP-003,0,4,4001.3,666.603,1.57,4.069,4.428,336.956,72.196,403.506
PMP-004,0,5,1004.1,592.25,1.553,4.072,3.951,340.523,73.777,400.21
PMP-002,0,3,9000.5,510.818,1.386,3.784,2.531,342.096,70.724,402.285
PMP-003,0,4,4002.2,629.408,1.512,3.979,4.298,334.915,69.182,401.888
PMP-004,0,five,1002.1,552.695,1.44,4.027,2.86,331.601,80.327,398.905
PMP-003,0,4,4001.1,463.26,1.502,3.653,5.337,328.087,69.301,398.508
PMP-004,0,5,1006.8,564.459,1.462,3.75,3.409,336.439,71.616,399.517
PMP-004,0,5,1003.5,573.746,1.533,3.868,3.842,335.048,75.439,399.474
PMP-003,0,4,4002.5,547.259,1.445,3.682,2.506,337.461,69.2,400.537
PMP-004,0,5,1007.8,493.107,1.498,4.068,4.976,332.786,66.033,400.523
PMP-004,0,5,1004.3,601.039,1.627,4.645,2.789,341.225,,401.325
PMP-003,0,4,4004.7,546.955,1.375,3.694,3.7,334.777,77.934,402.387
PMP-004,0,5,1003.6,527.39,1.665,4.219,3.209,335.06,71.066,401.23
PMP-003,0,4,4002.9,509.29,1.522,4.042,3.996,334.244,73.915,401.539
PMP-002,0,3,9009.2,605.03,1.58,3.955,3.211,335.107,82.423,399.915
PMP-002,0,3,9009.5,440.688,1.454,3.894,1.653,331.849,73.166,399.579
PMP-003,0,4,4005.0,555.206,1.485,4.216,4.85,325.831,64.712,397.996
PMP-002,0,3,9006.6,513.347,1.532,4.026,4.221,334.649,70.04,401.486
PMP-004,0,5,1009.4,548.466,1.487,3.907,4.775,342.26,70.375,401.863
PMP-001,0,three,13002.3,589.867,1.395,3.645,4.022,335.472,66.996,
PMP-003,0,4,4008.7,538.202,1.584,4.46,4.474,343.227,61.439,399.727
PMP-003,1,4,4003.7,449.555,1.668,4.503,13.866,387.548,64.112,404.693
PMP-001,0,3,13003.7,595.328,1.55,4.47,2.527,333.994,71.626,403.853
PMP-003,1,4,4007.5,397.742,1.299,3.86,5.347,338.371,123.279,391.862
PMP-002,0,3,9000.1,552.199,1.475,3.857,4.222,330.552,77.766,398.306
PMP-002,0,3,9001.3,547.105,1.444,3.928,2.58,345.151,72.513,399.069
PMP-003,0,4,4009.0,482.314,1.619,4.351,3.819,332.952,481.414,404.557
PMP-001,0,3,13008.2,599.529,1.501,3.983,2.391,329.275,69.883,399.268
PMP-002,0,3,9004.0,531.862,1.486,3.858,5.638,334.177,72.594,396.081
PMP-004,0,5,1008.9,551.341,1.545,3.628,4.183,330.912,73.87,401.947
PMP-002,0,3,9006.3,574.726,1.43,3.875,3.377,337.612,67.473,400.683
PMP-003,0,4,4005.0,606.221,1.483,4.281,1.865,330.537,65.471,397.329
PMP-004,0,5,1006.4,539.818,1.488,4.012,42.543,346.491,64.926,399.689
PMP-002,1,3,9002.1,236.486,1.446,4.158,7.71,342.573,26.926,386.022
PMP-004,0,5,1007.7,521.85,1.494,4.013,4.254,332.238,70.73,401.595
PMP-001,0,3,13004.8,583.311,1.453,3.569,2.766,332.33,71.198,399.358
PMP-002,0,3,9002.6,570.107,1.473,3.993,3.042,333.235,74.736,403.606
PMP-003,0,four,4006.9,559.56,1.505,4.371,3.386,334.895,65.781,400.446
PMP-004,0,5,1009.2,533.375,1.562,3.939,3.362,333.719,68.61,402.593
PMP-002,0,3,9005.0,549.646,1.495,3.866,4.365,337.188,64.778,397.781
PMP-003,0,4,4007.5,573.381,1.612,3.817,3.676,328.267,68.929,395.199
PMP-002,1,3,9003.7,219.293,1.546,4.032,7.346,342.001,21.891,393.705
PMP-004,0,five,1002.5,515.719,1.645,4.622,5.835,333.248,71.073,397.63
PMP-004,0,5,1004.3,529.919,1.581,4.124,4.425,342.61,77.513,399.329
PMP-002,0,3,9000.7,568.703,1.552,3.975,3.343,328.35,58.015,399.513
PMP-001,0,3,13000.9,529.106,1.389,3.92,3.247,336.957,66.068,399.191
PMP-001,0,3,13005.3,580.615,1.448,4.103,3.504,330.34,57.286,402.284
PMP-003,0,4,4001.7,539.368,1.434,4.055,3.262,,498.857,397.622
PMP-002,0,3,9009.1,531.237,1.393,4.023,3.558,348.045,72.884,401.907
PMP-004,0,5,1009.5,619.953,1.646,3.999,2.036,341.267,74.115,402.102
PMP-003,0,four,4006.4,531.8,1.349,3.534,3.413,340.631,,400.417
PMP-001,0,3,13000.8,581.192,1.314,3.329,4.501,338.059,72.677,398.776
PMP-003,0,4,4002.9,532.355,1.584,4.228,5.89,327.423,67.855,399.993
PMP-003,0,4,4001.1,555.185,1.658,4.379,2.898,331.985,71.85,400.705
PMP - 003,0,4,4009.3,532.265,1.579,3.812,2.581,331.397,65.232,1614.915
PMP-001,0,3,13001.5,489.17,1.418,3.792,3.777,333.019,73.126,400.394
PMP-003,0,4,4005.0,505.2,1.635,4.198,3.753,331.518,74.214,401.756
PMP-002,0,3,9008.0,483.5,1.548,3.968,5.469,333.17,71.681,398.174
PMP-002,0,3,9008.3,503.891,1.426,4.216,1.998,334.283,62.002,402.715
PMP-002,0,3,9002.9,587.156,1.462,3.974,3.84,335.979,63.4,397.773
PMP-002,0,3,9000.4,601.221,1.569,4.174,1.993,339.357,70.58,399.723
PMP-002,0,3,9001.3,590.517,1.422,3.744,2.468,320.905,68.623,402.932
PMP-004,0,5,1005.4,510.531,1.589,4.27,4.375,330.265,71.43,401.625
PMP-003,0,4,4005.8,590.198,1.458,3.711,4.535,332.57,78.23,402.524
PMP-004,0,5,1006.7,469.371,1.484,4.175,4.565,343.723,78.499,397.936
PMP-002,0,3,9009.8,527.394,1.352,4.32,3.612,340.988,73.049,399.249
PMP-003,0,4,4002.0,543.876,1.579,3.919,3.199,336.029,69.552,399.709
PMP-004,0,5,1007.3,526.699,1.188,3.574,3.785,333.534,69.138,396.55
PMP-002,0,3,9005.6,460.863,1.519,4.031,5.255,339.123,68.456,400.768
PMP-003,0,4,4006.1,558.241,1.373,3.719,3.754,336.698,70.427,396.821
PMP-003,0,4,4004.1,577.069,1.555,3.937,4.061,335.353,62.528,398.471
PMP-004,0,5,1001.4,573.965,1.44,4.138,2.931,340.938,66.409,397.434
PMP-003,0,4,4001.6,595.684,1.499,3.926,,330.665,,402.217
PMP-002,0,3,9009.0,534.866,1.292,3.812,4.754,333.383,73.238,396.395
PMP-002,0,3,9006.6,561.832,1.31,3.876,4.295,345.627,71.346,400.12
PMP_001,0,3,13007.3,574.982,1.46,3.806,45.351,339.817,59.543,398.545
PMP-002,0,3,9003.1,563.962,1.53,4.12,3.466,343.013,69.589,402.761
PMP-001,0,3,13005.7,469.627,1.463,4.023,4.408,344.008,70.049,399.108
PMP-003,0,4,4005.0,570.299,1.597,4.033,3.548,329.881,66.686,399.108
PMP-001,0,3,13009.2,639.192,1.52,3.95,,343.791,75.534,401.503
PMP-003,0,4,4009.8,527.796,1.519,3.873,4.275,337.896,77.599,398.643
PMP-003,0,4,4000.2,520.987,1.547,4.214,3.618,337.571,78.656,398.182
PMP-002,0,3,9003.7,497.331,1.44,3.976,4.608,328.368,74.895,401.109
PMP-003,0,4,4002.0,498.319,1.503,3.71,4.657,331.21,72.416,401.583
PMP-002,0,3,9000.0,521.809,1.626,4.191,4.765,341.923,69.31,399.593
PMP-003,0,4,4004.6,584.189,1.312,3.777,4.608,338.339,75.2,402.539
PMP-004,0,5,1004.9,569.742,1.533,3.867,4.162,338.437,70.533,395.917
PMP002,0,three,9000.1,564.868,1.44,3.678,3.648,335.566,72.966,401.051
PMP-004,0,5,1008.4,485.213,1.492,4.027,3.748,333.633,466.332,399.172
PMP-003,0,4,4002.9,553.526,1.548,3.776,4.721,330.913,76.188,400.683
PMP-003,0,4,4003.5,442.269,1.625,4.315,3.585,314.185,70.312,398.597
PMP-002,0,3,9008.4,539.34,1.549,4.228,2.07,334.318,71.859,401.488
PMP-003,0,4,4001.7,511.961,1.6,4.327,6.308,339.821,64.693,398.966
PMP-003,0,4,4000.8,627.95,1.471,3.921,4.355,335.428,80.104,398.249
PMP-004,0,5,1009.7,591.813,1.569,4.259,2.998,335.661,75.434,401.012
