UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
2527,L49706,L,298.8,308.6,1501,35.0,55.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-10-24"", ""all_passed"": true}"
7784,L54963,L,300.3,311.5,1667,28.8,56.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-12-28"", ""all_passed"": true}"
6806,M21665,M,301.0,310.7,1497,37.6,116.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-05-04"", ""all_passed"": true}"
2260,L49439,L,299.1,308.3,1431,52.3,38.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-06-15"", ""all_passed"": true}"
5246,L52425,L,303.6,313.0,1575,38.3,54.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-03-19"", ""all_passed"": true}"
4400,L51579,L,302.3,310.1,1653,29.7,34.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-09-26"", ""all_passed"": true}"
2181,H31594,H,299.6,309.2,1597,36.3,35.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen""], ""shift"": ""day"", ""date"": ""2024-04-11"", ""all_passed"": true}"
1633,L48812,L,297.9,307.9,1426,43.6,89.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-10-30"", ""all_passed"": true}"
6523,L53702,L,301.1,310.1,1489,45.8,42.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-02-04"", ""all_passed"": true}"
3726,H33139,H,302.3,311.1,1543,37.5,73.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-10-10"", ""all_passed"": true}"
8118,L55297,L,300.3,311.7,1406,47.5,14.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-04"", ""all_passed"": false}"
6511,L53690,L,301.1,310.2,1455,55.3,9.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen""], ""shift"": ""night"", ""date"": ""2024-07-20"", ""all_passed"": true}"
8493,M23352,M,298.4,309.5,1514,38.8,128.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-06-20"", ""all_passed"": true}"
5156,H34569,H,304.2,313.3,1625,37.3,27.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-03-13"", ""all_passed"": true}"
5657,M20516,M,302.3,311.5,1316,47.2,4.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-12-22"", ""all_passed"": true}"
8999,L56178,L,297.1,308.0,1467,,169.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-02-09"", ""all_passed"": true}"
4379,M19238,M,301.9,309.6,1385,45.8,217.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-06-18"", ""all_passed"": false}"
8206,M23065,M,299.4,310.9,1446,47.3,12.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-06-30"", ""all_passed"": true}"
4565,L51744,L,302.8,310.8,1516,39.5,23.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-02-26"", ""all_passed"": true}"
6766,L53945,l,301.5,310.9,1580,32.3,11.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-11-09"", ""all_passed"": true}"
2840,M17699,M,300.4,309.4,1362,42.1,182.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-12"", ""all_passed"": true}"
795,H30208,H,296.9,307.9,1547,32.6,79.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-05-19"", ""all_passed"": true}"
871,L48050,L,295.8,306.4,1325,56.2,65.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-09-19"", ""all_passed"": true}"
9586,M24445,M,299.3,310.5,1563,42.1,19.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""night"", ""date"": ""2024-10-06"", ""all_passed"": true}"
4907,H34320,H,303.6,312.4,1436,45.6,9.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-12-03"", ""all_passed"": true}"
9599,L56778,L,299.0,310.2,1490,41.1,54.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-06-03"", ""all_passed"": true}"
5401,L52580,L,302.7,312.4,1477,46.3,251.0,1,Overstrain Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-02-17"", ""all_passed"": true}"
9079,L56258,L,297.3,308.1,1566,35.7,156.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-08-22"", ""all_passed"": true}"
981,L48160,L,296.1,306.7,1409,42.8,134.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-02-06"", ""all_passed"": true}"
5461,M20320,M,303.0,312.4,1526,36.1,142.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-02-16"", ""all_passed"": true}"
9942,L57121,L,298.4,308.1,1395,44.0,92.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-02-09"", ""all_passed"": true}"
1084,L48263,L,297.0,307.8,1683,32.3,,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-02-13"", ""all_passed"": true}"
8639,L55818,L,297.6,308.5,1572,,71.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-22"", ""all_passed"": true}"
6501,M21360,M,300.9,310.0,1416,46.6,201.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""swing"", ""date"": ""2024-04-18"", ""all_passed"": true}"
9771,H39184,H,298.6,309.5,1584,31.8,,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-01-22"", ""all_passed"": true}"
9084,M23943,M,297.2,307.9,1541,35.7,169.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-10-03"", ""all_passed"": true}"
1875,L49054,L,298.4,308.1,1598,32.7,94.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-08-30"", ""all_passed"": true}"
9275,L56454,L,298.2,308.7,1428,54.9,45.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-08-18"", ""all_passed"": true}"
5968,L53147,L,300.4,310.8,1390,52.5,144.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-02-15"", ""all_passed"": true}"
4030,H33443,H,302.0,310.9,1679,29.0,222.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-04-04"", ""all_passed"": true}"
4747,L51926,L,303.2,311.2,1427,45.6,25.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-11-26"", ""all_passed"": true}"
9019,L56198,L,297.3,308.1,1615,,217.0,1,Tool Wear Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-01-19"", ""all_passed"": false}"
4457,L51636,L,302.3,310.1,1487,46.0,184.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-12-20"", ""all_passed"": false}"
8750,L55929,L,297.2,308.4,1677,26.4,146.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-10"", ""all_passed"": true}"
1842,L49021,L,297.7,307.2,1668,37.8,5.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-01-10"", ""all_passed"": false}"
3157,L50336,L,300.4,309.7,1467,36.9,131.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-05-21"", ""all_passed"": true}"
9985,H39398,H,298.7,308.4,1432,42.8,197.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-07-31"", ""all_passed"": false}"
5220,L52399,L,303.8,313.0,1365,59.9,205.0,1,Overstrain Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-01-04"", ""all_passed"": true}"
8968,L56147,L,297.1,307.8,1536,40.4,92.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Jensen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-09"", ""all_passed"": false}"
4268,L51447,L,302.6,311.0,1520,42.8,148.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-11-21"", ""all_passed"": true}"
7066,L54245,L,300.8,310.6,1384,52.9,165.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-08"", ""all_passed"": true}"
4576,M19435,M,302.9,311.0,1437,49.9,55.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-09-10"", ""all_passed"": true}"
9204,L56383,L,297.8,308.8,1559,35.2,66.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-01-21"", ""all_passed"": true}"
1177,M16036,M,297.2,308.3,1429,42.0,6.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-12"", ""all_passed"": true}"
7550,L54729,L,300.3,311.4,1544,41.6,97.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-01-10"", ""all_passed"": true}"
5850,M20709,M,301.4,311.2,1434,47.6,52.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen""], ""shift"": ""day"", ""date"": ""2024-12-09"", ""all_passed"": true}"
2738,M17597,M,299.7,309.1,1508,41.2,152.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-08-22"", ""all_passed"": true}"
9804,L56983,L,298.4,309.2,1692,29.8,137.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-09-12"", ""all_passed"": true}"
5644,L52823,L,302.5,312.0,1574,42.0,188.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-07-13"", ""all_passed"": true}"
8815,L55994,L,297.2,308.4,1462,51.2,102.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-05-13"", ""all_passed"": true}"
9505,L56684,L,299.2,310.3,1440,47.0,21.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-07-15"", ""all_passed"": false}"
7686,L54865,L,300.8,311.7,1397,43.5,227.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-09-26"", ""all_passed"": false}"
6378,L53557,L,300.1,309.6,1541,37.0,96.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-19"", ""all_passed"": true}"
88,L47267,L,299.0,309.0,1544,31.8,25.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-03-22"", ""all_passed"": true}"
1169,L48348,L,297.1,308.1,1584,36.8,215.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-06-04"", ""all_passed"": false}"
36,M14895,M,298.8,309.2,1452,48.6,98.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-04-01"", ""all_passed"": true}"
57,L47236,L,298.8,309.1,1477,42.4,158.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""swing"", ""date"": ""2024-02-26"", ""all_passed"": true}"
9124,L56303,L,297.4,308.5,1462,42.8,68.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-06-27"", ""all_passed"": false}"
8176,M23035,M,299.9,311.3,1445,41.2,169.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-04-24"", ""all_passed"": true}"
53,H29466,H,298.8,309.0,1497,43.8,147.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-12-19"", ""all_passed"": true}"
2591,L49770,L,299.0,308.7,1396,48.6,0.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-01-23"", ""all_passed"": true}"
3081,M17940,M,299.9,309.2,1539,43.2,132.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-11-27"", ""all_passed"": true}"
1848,L49027,L,297.8,307.3,1412,50.7,24.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-05-30"", ""all_passed"": false}"
4193,M19052,M,302.5,311.0,1463,43.1,181.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-01-12"", ""all_passed"": false}"
1712,L48891,L,298.2,307.8,1355,51.3,70.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Keller"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-17"", ""all_passed"": true}"
3076,M17935,M,300.1,309.2,1385,46.1,120.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-12-22"", ""all_passed"": true}"
9567,L56746,L,299.8,311.1,1603,35.1,179.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-11-07"", ""all_passed"": true}"
1754,L48933,L,298.2,307.5,1470,51.3,180.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-10-26"", ""all_passed"": true}"
9340,L56519,L,298.5,309.0,1458,44.8,217.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-12-28"", ""all_passed"": true}"
1279,L48458,L,298.2,309.4,1398,52.9,79.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-05-30"", ""all_passed"": false}"
9022,M23881,M,297.4,308.2,1536,34.6,4.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-09-17"", ""all_passed"": true}"
5098,L52277,L,304.2,313.4,1457,49.4,96.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-11-15"", ""all_passed"": true}"
1812,M16671,M,298.1,307.8,1569,31.2,131.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-07-27"", ""all_passed"": false}"
7467,H36880,H,300.3,311.6,1801,23.6,97.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-08-05"", ""all_passed"": true}"
2504,L49683,L,299.2,309.0,1408,47.2,0.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-09-18"", ""all_passed"": false}"
7524,M22383,M,300.1,311.5,1343,46.2,28.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-04-29"", ""all_passed"": false}"
1366,L48545,L,298.7,310.1,1676,33.5,70.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-01-09"", ""all_passed"": true}"
87,H29500,H,299.0,309.0,1436,43.9,20.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-07-24"", ""all_passed"": true}"
838,L48017,L,296.6,307.4,1465,47.8,187.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-11-03"", ""all_passed"": true}"
8760,M23619,M,297.5,308.7,1352,53.0,171.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-03-12"", ""all_passed"": true}"
6343,M21202,M,300.3,309.8,1444,42.0,3.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-09-23"", ""all_passed"": true}"
6725,L53904,L,301.3,310.6,1560,36.8,113.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-02-03"", ""all_passed"": true}"
3682,M18541,M,302.1,311.3,1453,45.1,174.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-11-10"", ""all_passed"": true}"
754,L47933,L,296.8,308.0,1536,40.4,217.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-23"", ""all_passed"": true}"
4505,L51684,L,302.4,310.1,1645,31.6,93.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-10-07"", ""all_passed"": true}"
1377,M16236,M,298.8,310.2,1527,31.2,102.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-10-21"", ""all_passed"": true}"
1033,L48212,L,296.3,307.4,1648,34.0,60.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-04-13"", ""all_passed"": false}"
4735,L51914,L,303.2,311.5,1507,39.2,225.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-02-07"", ""all_passed"": true}"
6186,L53365,L,301.1,311.0,1918,21.7,28.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-07-30"", ""all_passed"": true}"
8810,L55989,L,297.3,308.5,1503,43.3,90.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-02-24"", ""all_passed"": false}"
7565,M22424,M,300.3,311.2,1381,65.2,136.0,1,Power Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""swing"", ""date"": ""2024-05-12"", ""all_passed"": true}"
6987,L54166,L,300.7,311.1,1688,30.7,161.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-09-18"", ""all_passed"": true}"
6889,M21748,M,300.9,311.4,1434,45.4,118.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-01-03"", ""all_passed"": true}"
1250,L48429,L,297.3,308.7,1467,36.8,216.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-10-18"", ""all_passed"": true}"
2685,L49864,L,299.8,309.4,1460,37.4,25.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-12-07"", ""all_passed"": true}"
3158,M18017,M,300.4,309.7,1488,42.2,133.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-04-26"", ""all_passed"": true}"
7877,H37290,H,300.7,312.2,1335,49.0,62.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-11-13"", ""all_passed"": true}"
7817,L54996,L,299.8,311.2,1533,35.9,137.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-03-27"", ""all_passed"": true}"
4035,L51214,L,302.0,310.8,1615,29.0,235.0,1,Tool Wear Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-07-01"", ""all_passed"": true}"
8890,M23749,M,297.7,308.8,2089,19.1,111.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-03-18"", ""all_passed"": true}"
2740,L49919,Low,299.8,309.2,1572,35.4,158.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-08-07"", ""all_passed"": true}"
3738,L50917,L,302.2,311.1,1351,48.6,110.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-10-14"", ""all_passed"": true}"
3291,L50470,L,301.2,310.2,1385,42.3,42.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-10-22"", ""all_passed"": true}"
6583,L53762,L,301.5,310.5,1528,35.7,198.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-03-24"", ""all_passed"": true}"
6432,L53611,L,300.2,309.8,1353,59.4,26.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-03-14"", ""all_passed"": true}"
7922,L55101,L,300.7,311.9,1419,47.7,179.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-06-23"", ""all_passed"": true}"
5078,L52257,L,304.3,313.3,1775,24.9,39.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-06-17"", ""all_passed"": true}"
252,M15111,M,298.0,308.2,1466,42.6,2.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-12-06"", ""all_passed"": true}"
1677,H31090,H,297.9,307.6,1418,43.0,207.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-09-28"", ""all_passed"": true}"
5213,L52392,L,303.7,312.5,1397,45.7,187.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-04-28"", ""all_passed"": true}"
704,H30117,H,297.7,308.9,1479,40.9,87.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-02-11"", ""all_passed"": true}"
108,M14967,M,298.8,308.8,1497,46.8,72.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-02-06"", ""all_passed"": false}"
1237,H30650,H,297.1,308.4,1359,46.6,176.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-04-02"", ""all_passed"": true}"
4984,L52163,L,303.8,313.1,1869,25.8,211.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-08-02"", ""all_passed"": true}"
7115,H36528,H,300.9,310.4,1457,43.8,69.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-09-08"", ""all_passed"": true}"
9645,L56824,L,299.3,310.4,1629,32.6,177.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-08-11"", ""all_passed"": true}"
